Symbol,Name,Country,Sector,Industry
ESGR,Enstar Group Limited Ordinary Shares,Bermuda,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda,Finance,Property-Casualty Insurers
ESI,Element Solutions Inc. Common Stock,United States,Industrials,Industrial Specialties
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel,Industrials,Military/Government/Technical
ESOA,Energy Services of America Corporation Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ESP,Espey Mfg. & Electronics Corp. Common Stock,United States,Technology,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,Finance,Commercial Banks
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
ESSA,ESSA Bancorp Inc. Common Stock,United States,Finance,Banks
ESSC,East Stone Acquisition Corporation Ordinary Shares,United States,Technology,Computer Software: Programming Data Processing
ESSCR,East Stone Acquisition Corporation Right,United States,Finance,Business Services
ESSCW,East Stone Acquisition Corporation Warrant,United States,Finance,Business Services
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,Health Care,Industrial Specialties
ESTC,Elastic N.V. Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc. Class A Common Stock,United States,Energy,Oil & Gas Production
ET,"Energy Transfer LP Common Units ",United States,Utilities,Natural Gas Distribution
ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
ETACU,E.Merge Technology Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
ETACW,E.Merge Technology Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
ETD,Ethan Allen Interiors Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
ETN,Eaton Corporation PLC Ordinary Shares,Ireland,Industrials,Industrial Machinery/Components
ETNB,89bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States,Finance,Investment Managers
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ETR,Entergy Corporation Common Stock,United States,Utilities,Electric Utilities: Central
ETSY,Etsy Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,United States,Finance,Business Services
EUCRU,Eucrates Biomedical Acquisition Corp. Unit,United States,Finance,Business Services
EVAX,Evaxion Biotech A/S American Depositary Share,Denmark,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
EVBN,Evans Bancorp Inc. Common Stock,United States,Finance,Major Banks
EVC,Entravision Communications Corporation Common Stock,United States,Industrials,Broadcasting
EVCM,EverCommerce Inc. Common Stock,United States,Technology,EDP Services
EVER,EverQuote Inc. Class A Common Stock,United States,Technology,EDP Services
EVF,Eaton Vance Senior Income Trust Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
EVGN,Evogene Ltd Ordinary Shares,Israel,Industrials,Agricultural Chemicals
EVGO,EVgo Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
EVGOW,EVgo Inc. Warrants,United States,Consumer Discretionary,Catalog/Specialty Distribution
EVH,Evolent Health Inc Class A Common Stock,United States,Health Care,Managed Health Care
EVI,EVI Industries Inc.  Common Stock,United States,Industrials,Industrial Machinery/Components
EVK,Ever-Glory International Group Inc. Common Stock,China,Consumer Discretionary,Apparel
EVLO,Evelo Biosciences Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States,Technology,Security Systems Services
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States,Technology,Security Systems Services
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,Finance,Finance/Investors Services
EVN,Eaton Vance Municipal Income Trust Common Stock,United States,Finance,Investment Managers
EVO,Evotec SE American Depositary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
EVOJ,Evo Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
EVOJU,Evo Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
EVOK,Evoke Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EVOP,EVO Payments Inc. Class A Common Stock,United States,Technology,EDP Services
EVR,Evercore Inc. Class A Common Stock,United States,Finance,Investment Managers
EVRI,Everi Holdings Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EVTC,Evertec Inc. Common Stock,Puerto Rico,Technology,EDP Services
EVTV,Envirotech Vehicles Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
EW,Edwards Lifesciences Corporation Common Stock,United States,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc. Common Stock,United States,Finance,Commercial Banks
EWCZ,European Wax Center Inc. Class A Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Exact Sciences Corporation Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,United States,Utilities,Power Generation
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
EXEL,Exelixis Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFY,Expensify Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
EXLS,ExlService Holdings Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
EXP,Eagle Materials Inc Common Stock,United States,Industrials,Building Materials
EXPD,Expeditors International of Washington Inc. Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
EXPI,eXp World Holdings Inc. Common Stock,United States,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,United States,Consumer Discretionary,Professional Services
EXR,Extra Space Storage Inc Common Stock,United States,Real Estate,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
EXTR,Extreme Networks Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,United States,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EZFL,EzFill Holdings Inc. Common Stock,United States,Technology,EDP Services
EZGO,EZGO Technologies Ltd. Ordinary Shares,China,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,United States,Miscellaneous,Diversified Commercial Services
F,Ford Motor Company Common Stock,United States,Consumer Discretionary,Auto Manufacturing
FA,First Advantage Corporation Common Stock,United States,Consumer Discretionary,Business Services
FAF,First American Corporation (New) Common Stock,United States,Finance,Specialty Insurers
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
FAMI,Farmmi Inc. Ordinary Shares,China,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,China,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,United States,Consumer Staples,Specialty Foods
FARO,FARO Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,United States,Basic Materials,Construction Materials
FAT,FAT Brands Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,United States,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,United States,Consumer Discretionary,Restaurants
FATBW,FAT Brands Inc. Warrant,United States,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,United States,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,United States,Industrials,Industrial Machinery/Components
FBC,Flagstar Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
FBIO,Fortress Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FBIZ,First Business Financial Services Inc. Common Stock,United States,Finance,Major Banks
FBK,FB Financial Corporation Common Stock,United States,Finance,Major Banks
FBMS,First Bancshares Inc.,United States,Finance,Major Banks
FBNC,First Bancorp Common Stock,United States,Finance,Major Banks
FBP,First BanCorp. New Common Stock,Puerto Rico,Finance,Major Banks
FBRX,Forte Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
FC,Franklin Covey Company Common Stock,United States,Consumer Discretionary,Professional Services
FCAP,First Capital Inc. Common Stock,United States,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,United States,Finance,Major Banks
FCCO,First Community Corporation Common Stock,United States,Finance,Major Banks
FCEL,FuelCell Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
FCF,First Commonwealth Financial Corporation Common Stock,United States,Finance,Major Banks
FCFS,FirstCash Holdings Inc. Common Stock,United States,Miscellaneous,Diversified Commercial Services
FCN,FTI Consulting Inc. Common Stock,United States,Consumer Discretionary,Professional Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,Finance,Major Banks
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,United States,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,United States,Finance,Major Banks
FCO,abrdn Global Income Fund Inc. Common Stock,United States,Finance,Investment Managers
FCPT,Four Corners Property Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
FCRD,First Eagle Alternative Capital BDC Inc. Common Stock,United States,Finance,Finance/Investors Services
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,United States,Finance,Finance Companies
